filename,width,height,class,xmin,ymin,xmax,ymax
10541580714_ff6b171abd_n.jpg,180,240,Sunflower,23,150,46,176
10541580714_ff6b171abd_n.jpg,180,240,Sunflower,127,199,148,218
10555749515_13a12a026e.jpg,500,331,Daisy,207,92,437,281
10555815624_dc211569b0.jpg,500,320,Daisy,252,119,398,255
10555815624_dc211569b0.jpg,500,320,Daisy,64,64,243,204
10555815624_dc211569b0.jpg,500,320,Daisy,1,160,145,319
10555815624_dc211569b0.jpg,500,320,Daisy,30,4,128,47
10555826524_423eb8bf71_n.jpg,320,219,Daisy,172,66,268,137
10555826524_423eb8bf71_n.jpg,320,219,Daisy,87,1,277,55
10555826524_423eb8bf71_n.jpg,320,219,Daisy,193,142,315,213
10555826524_423eb8bf71_n.jpg,320,219,Daisy,32,10,86,87
10555826524_423eb8bf71_n.jpg,320,219,Daisy,47,1,144,110
10555826524_423eb8bf71_n.jpg,320,219,Daisy,2,25,29,94
10555826524_423eb8bf71_n.jpg,320,219,Daisy,4,116,46,213
10555826524_423eb8bf71_n.jpg,320,219,Daisy,55,118,148,166
10555826524_423eb8bf71_n.jpg,320,219,Daisy,90,185,181,219
10555826524_423eb8bf71_n.jpg,320,219,Daisy,290,6,318,125
10555826524_423eb8bf71_n.jpg,320,219,Daisy,105,62,151,108
10559679065_50d2b16f6d.jpg,500,281,Daisy,247,37,401,198
105806915_a9c13e2106_n.jpg,320,213,Daisy,103,33,157,82
105806915_a9c13e2106_n.jpg,320,213,Daisy,215,45,260,92
105806915_a9c13e2106_n.jpg,320,213,Daisy,164,51,201,95
105806915_a9c13e2106_n.jpg,320,213,Daisy,45,74,122,145
105806915_a9c13e2106_n.jpg,320,213,Daisy,3,77,27,126
105806915_a9c13e2106_n.jpg,320,213,Daisy,277,67,308,122
105806915_a9c13e2106_n.jpg,320,213,Daisy,133,93,234,149
10608962-beautiful-pink-hibiscus-flower-isolated-on-white-background-.jpg,298,450,Hibiscus,49,21,298,252
10608962-beautiful-pink-hibiscus-flower-isolated-on-white-background-.jpg,298,450,Hibiscus,23,236,66,312
10617162044_8740d4dd9f_n.jpg,320,240,Dandelion,86,55,216,190
10617191174_9a01753241_n.jpg,320,240,Dandelion,120,86,207,158
10688956-hibiscus-flower-shallow-dof0.jpg,450,386,Hibiscus,10,46,346,363
10712722853_5632165b04.jpg,500,333,Daisy,209,84,418,241
10712722853_5632165b04.jpg,500,333,Daisy,435,122,490,222
107592979_aaa9cdfe78_m.jpg,240,240,Daisy,4,1,237,240
10770585085_4742b9dac3_n.jpg,320,213,Daisy,105,18,295,192
10770585085_4742b9dac3_n.jpg,320,213,Daisy,16,4,73,66
10777398353_5a20bb218c.jpg,500,335,Dandelion,62,126,260,285
10778387133_9141024b10.jpg,500,281,Dandelion,128,32,249,152
10778387133_9141024b10.jpg,500,281,Dandelion,258,160,350,239
10779476016_9130714dc0.jpg,500,315,Dandelion,83,84,275,230
1080179756_5f05350a59.jpg,500,333,Dandelion,1,8,500,333
10828951106_c3cd47983f.jpg,500,333,Dandelion,1,7,499,330
10841136265_af473efc60.jpg,500,333,Daisy,75,12,443,265
10894627425_ec76bbc757_n.jpg,320,231,Rose,8,138,105,231
10894627425_ec76bbc757_n.jpg,320,231,Rose,186,195,267,231
10894627425_ec76bbc757_n.jpg,320,231,Rose,199,73,252,126
10894627425_ec76bbc757_n.jpg,320,231,Rose,28,99,97,151
10946896405_81d2d50941_m.jpg,240,240,Dandelion,9,52,232,240
10993710036_2033222c91.jpg,500,333,Daisy,88,39,179,122
10993710036_2033222c91.jpg,500,333,Daisy,33,174,109,261
10993710036_2033222c91.jpg,500,333,Daisy,275,41,373,137
10993710036_2033222c91.jpg,500,333,Daisy,211,124,307,244
10994032453_ac7f8d9e2e.jpg,500,333,Daisy,22,63,73,112
10994032453_ac7f8d9e2e.jpg,500,333,Daisy,116,176,199,290
10994032453_ac7f8d9e2e.jpg,500,333,Daisy,220,231,279,293
10994032453_ac7f8d9e2e.jpg,500,333,Daisy,215,91,305,169
10994032453_ac7f8d9e2e.jpg,500,333,Daisy,362,37,443,154
11023214096_b5b39fab08.jpg,500,333,Daisy,3,3,177,107
11023214096_b5b39fab08.jpg,500,333,Daisy,11,5,183,144
11023214096_b5b39fab08.jpg,500,333,Daisy,39,129,378,333
11023214096_b5b39fab08.jpg,500,333,Daisy,349,5,496,333
11023214096_b5b39fab08.jpg,500,333,Daisy,184,5,349,116
11023272144_fce94401f2_m.jpg,159,240,Daisy,4,62,92,191
11023272144_fce94401f2_m.jpg,159,240,Daisy,1,1,45,67
11023272144_fce94401f2_m.jpg,159,240,Daisy,52,3,156,101
11023272144_fce94401f2_m.jpg,159,240,Daisy,86,100,138,135
11023272144_fce94401f2_m.jpg,159,240,Daisy,121,112,158,193
11023272144_fce94401f2_m.jpg,159,240,Daisy,92,161,157,239
11023272144_fce94401f2_m.jpg,159,240,Daisy,5,173,91,237
11023277956_8980d53169_m.jpg,159,240,Daisy,3,29,125,123
11023277956_8980d53169_m.jpg,159,240,Daisy,5,135,80,214
11023277956_8980d53169_m.jpg,159,240,Daisy,98,104,157,152
11023277956_8980d53169_m.jpg,159,240,Daisy,85,145,157,239
11023277956_8980d53169_m.jpg,159,240,Daisy,122,3,157,89
11124324295_503f3a0804.jpg,500,309,Daisy,124,40,224,140
11124324295_503f3a0804.jpg,500,309,Daisy,260,89,296,140
11124324295_503f3a0804.jpg,500,309,Daisy,332,91,377,164
11124324295_503f3a0804.jpg,500,309,Daisy,256,146,303,196
11124381625_24b17662bd_n.jpg,320,240,Dandelion,32,17,265,189
111754917-stock-vector-beautiful-hand-drawn-botanical-vector-illustration-with-hibiscus-flower-isolated-on-white-background0.jpg,450,450,Hibiscus,107,152,313,354
111754917-stock-vector-beautiful-hand-drawn-botanical-vector-illustration-with-hibiscus-flower-isolated-on-white-background0.jpg,450,450,Hibiscus,36,66,108,171
111754917-stock-vector-beautiful-hand-drawn-botanical-vector-illustration-with-hibiscus-flower-isolated-on-white-background0.jpg,450,450,Hibiscus,336,51,436,113
11233672494_d8bf0a3dbf_n.jpg,320,240,Rose,54,132,151,237
11233672494_d8bf0a3dbf_n.jpg,320,240,Rose,122,95,199,161
11233672494_d8bf0a3dbf_n.jpg,320,240,Rose,168,134,243,208
11233672494_d8bf0a3dbf_n.jpg,320,240,Rose,215,80,293,144
1128626197_3f52424215_n.jpg,320,240,Dandelion,72,26,268,218
11296320473_1d9261ddcb.jpg,500,333,Dandelion,149,46,228,95
11296320473_1d9261ddcb.jpg,500,333,Dandelion,158,139,232,180
11296320473_1d9261ddcb.jpg,500,333,Dandelion,71,212,162,244
11296320473_1d9261ddcb.jpg,500,333,Dandelion,390,39,450,76
11296320473_1d9261ddcb.jpg,500,333,Dandelion,266,220,318,259
11296320473_1d9261ddcb.jpg,500,333,Dandelion,349,248,396,284
11296320473_1d9261ddcb.jpg,500,333,Dandelion,428,229,475,271
11296320473_1d9261ddcb.jpg,500,333,Dandelion,1,176,39,208
1140299375_3aa7024466.jpg,500,334,Daisy,67,67,298,296
114234d5cb54b511e367661465d45b2f--rare-flowers-exotic-flowers1.jpg,474,474,Hibiscus,16,32,455,461
11439894966_dca877f0cd.jpg,500,335,Daisy,30,11,192,125
11439894966_dca877f0cd.jpg,500,335,Daisy,5,164,175,335
11439894966_dca877f0cd.jpg,500,335,Daisy,322,125,458,240
11439894966_dca877f0cd.jpg,500,335,Daisy,183,232,275,308
11439894966_dca877f0cd.jpg,500,335,Daisy,224,9,354,72
11439894966_dca877f0cd.jpg,500,335,Daisy,296,270,377,334
11439894966_dca877f0cd.jpg,500,335,Daisy,388,240,500,327
11439894966_dca877f0cd.jpg,500,335,Daisy,439,25,498,185
11465213433_847c4fa261.jpg,500,333,Dandelion,105,29,424,291
1150395827_6f94a5c6e4_n.jpg,320,240,Daisy,2,2,96,72
1150395827_6f94a5c6e4_n.jpg,320,240,Daisy,11,39,246,218
1150395827_6f94a5c6e4_n.jpg,320,240,Daisy,84,217,200,240
115664800-watercolor-painting-hand-drawn-flying-humming-bird-and-pink-flower-isolated-on-white-small-hummingbi0.jpg,450,385,Hibiscus,185,81,415,281
115930151-stock-illustration-tropical-fresh-young-coconut-illustration.jpg,350,450,Hibiscus,26,126,171,273
11595255065_d9550012fc.jpg,500,333,Dandelion,147,65,373,261
11642632_1e7627a2cc.jpg,500,333,Daisy,33,25,500,327
11768468623_9399b5111b_n.jpg,320,241,Dandelion,152,84,266,185
11775820493_10fedf4bff_n.jpg,320,240,Dandelion,53,27,285,220
118202683-hibiscus-flower-green-leaves-and-buds-in-floral-tropical-composition-isolated-on-white0.jpg,450,344,Hibiscus,112,72,319,296
11834945233_a53b7a92ac_m.jpg,193,240,Daisy,109,154,148,195
11834945233_a53b7a92ac_m.jpg,193,240,Daisy,40,26,102,68
11834945233_a53b7a92ac_m.jpg,193,240,Daisy,111,21,148,56
11870378973_2ec1919f12.jpg,500,332,Daisy,303,163,354,223
11870378973_2ec1919f12.jpg,500,332,Daisy,118,191,179,253
11870378973_2ec1919f12.jpg,500,332,Daisy,383,125,473,199
11870378973_2ec1919f12.jpg,500,332,Daisy,9,153,256,191
11891885265_ccefec7284_n.jpg,320,213,Daisy,129,68,190,141
1193386857_3ae53574f2_m.jpg,175,240,Dandelion,1,68,168,224
11944957684_2cc806276e.jpg,500,333,Rose,1,37,156,227
11944957684_2cc806276e.jpg,500,333,Rose,198,22,303,120
11944957684_2cc806276e.jpg,500,333,Rose,175,127,364,303
11944957684_2cc806276e.jpg,500,333,Rose,324,90,437,235
1195255751_d58b3d3076.jpg,500,436,Dandelion,24,32,473,398
12024561754_ce9667e4dc_n.jpg,320,240,Tulip,1,50,320,240
12025038686_7f10811d4b_n.jpg,320,240,Tulip,1,90,101,155
12025038686_7f10811d4b_n.jpg,320,240,Tulip,4,157,320,240
12025038686_7f10811d4b_n.jpg,320,240,Tulip,104,92,320,155
12025042086_78bafc0eb6_n.jpg,320,240,Tulip,1,90,320,222
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,15,46,143,128
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,149,95,240,159
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,106,1,165,46
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,42,14,108,46
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,165,48,240,99
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,169,4,238,47
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,2,20,44,50
12093962485_7c3e9a2a23_n.jpg,240,159,Dandelion,99,103,156,157
12094442595_297494dba4_m.jpg,192,240,Dandelion,26,22,107,158
12163418275_bd6a1edd61.jpg,500,333,Tulip,3,1,500,333
12193032636_b50ae7db35_n.jpg,320,212,Daisy,1,1,316,207
12202373204_34fb07205b.jpg,500,333,Rose,158,29,458,329
12202373204_34fb07205b.jpg,500,333,Rose,3,169,150,333
12238827553_cf427bfd51_n.jpg,320,254,Rose,74,65,122,104
12238827553_cf427bfd51_n.jpg,320,254,Rose,208,52,251,94
12238827553_cf427bfd51_n.jpg,320,254,Rose,151,25,196,60
12238827553_cf427bfd51_n.jpg,320,254,Rose,168,57,208,96
12238827553_cf427bfd51_n.jpg,320,254,Rose,84,26,121,60
12238827553_cf427bfd51_n.jpg,320,254,Rose,24,50,65,95
12238827553_cf427bfd51_n.jpg,320,254,Rose,48,29,80,63
12238827553_cf427bfd51_n.jpg,320,254,Rose,126,29,149,70
12240165555_98625b1e88_n.jpg,320,219,Rose,227,14,295,89
12240165555_98625b1e88_n.jpg,320,219,Rose,40,73,246,158
12240165555_98625b1e88_n.jpg,320,219,Rose,93,20,210,68
12240165555_98625b1e88_n.jpg,320,219,Rose,4,155,111,219
12240165555_98625b1e88_n.jpg,320,219,Rose,129,158,214,212
12240577184_b0de0e53ea_n.jpg,320,247,Rose,98,66,302,245
12240577184_b0de0e53ea_n.jpg,320,247,Rose,24,18,123,141
12240577184_b0de0e53ea_n.jpg,320,247,Rose,1,45,60,247
12243068283_ee4c2683e2_n.jpg,320,234,Rose,14,68,124,150
12243068283_ee4c2683e2_n.jpg,320,234,Rose,7,22,122,77
12243068283_ee4c2683e2_n.jpg,320,234,Rose,117,93,236,190
12243068283_ee4c2683e2_n.jpg,320,234,Rose,117,18,202,87
12243068283_ee4c2683e2_n.jpg,320,234,Rose,189,12,308,109
12243068283_ee4c2683e2_n.jpg,320,234,Rose,259,50,318,141
12243069253_e512464095_n.jpg,320,254,Rose,12,69,53,91
12243069253_e512464095_n.jpg,320,254,Rose,42,46,77,69
12243069253_e512464095_n.jpg,320,254,Rose,57,76,102,104
12243069253_e512464095_n.jpg,320,254,Rose,84,39,120,72
12243069253_e512464095_n.jpg,320,254,Rose,117,53,172,113
12338444334_72fcc2fc58_m.jpg,240,240,Rose,19,44,115,118
12338444334_72fcc2fc58_m.jpg,240,240,Rose,103,6,200,87
12338444334_72fcc2fc58_m.jpg,240,240,Rose,53,140,149,214
12348343085_d4c396e5b5_m.jpg,240,221,Daisy,1,1,237,221
12395698413_c0388278f7.jpg,500,335,Rose,84,60,239,181
12395698413_c0388278f7.jpg,500,335,Rose,230,157,386,274
12395698413_c0388278f7.jpg,500,335,Rose,181,19,315,119
12395698413_c0388278f7.jpg,500,335,Rose,386,172,498,306
123b19b2847be9ad470d1c6f64d5107b.jpg,640,960,Hibiscus,45,238,514,735
123b19b2847be9ad470d1c6f64d5107b.jpg,640,960,Hibiscus,204,695,504,890
12406229175_82e2ac649c_n.jpg,320,231,Rose,171,66,282,177
12406229175_82e2ac649c_n.jpg,320,231,Rose,83,86,164,141
12406229175_82e2ac649c_n.jpg,320,231,Rose,102,33,166,76
12406418663_af20dc225f_n.jpg,320,231,Rose,177,69,289,180
12406418663_af20dc225f_n.jpg,320,231,Rose,86,89,173,161
12406418663_af20dc225f_n.jpg,320,231,Rose,105,33,167,73
12406418663_af20dc225f_n.jpg,320,231,Rose,18,22,67,68
12407768513_3440238148_n.jpg,320,231,Rose,182,67,291,185
12407768513_3440238148_n.jpg,320,231,Rose,85,94,165,157
12407768513_3440238148_n.jpg,320,231,Rose,20,16,62,69
12407768513_3440238148_n.jpg,320,231,Rose,105,25,164,74
1241011700_261ae180ca.jpg,500,375,Dandelion,26,95,283,354
12434194695_a7c4e73c6b_n.jpg,320,213,Rose,170,30,237,104
12434194695_a7c4e73c6b_n.jpg,320,213,Rose,72,9,114,40
12434194695_a7c4e73c6b_n.jpg,320,213,Rose,120,13,161,61
12434194695_a7c4e73c6b_n.jpg,320,213,Rose,58,54,160,154
12517756805_56b74be742.jpg,500,334,Tulip,1,1,498,334
12548574923_5e90f4ceea.jpg,500,333,Tulip,1,1,500,331
12557176134_ecbf15885b.jpg,500,333,Tulip,1,1,500,333
12562723334_a2e0a9e3c8_n.jpg,320,240,Rose,62,68,185,142
12562723334_a2e0a9e3c8_n.jpg,320,240,Rose,137,3,246,68
12562723334_a2e0a9e3c8_n.jpg,320,240,Rose,22,6,103,63
12562723334_a2e0a9e3c8_n.jpg,320,240,Rose,103,2,136,32
12562723334_a2e0a9e3c8_n.jpg,320,240,Rose,1,70,23,113
12572786553_634868f7f2_n.jpg,320,253,Rose,53,36,291,162
12584810723_c97d00fcfd.jpg,500,215,Tulip,3,2,500,215
12585131704_0f64b17059_m.jpg,207,240,Daisy,110,113,180,199
12585131704_0f64b17059_m.jpg,207,240,Daisy,115,38,189,130
12585131704_0f64b17059_m.jpg,207,240,Daisy,8,73,96,152
12585131704_0f64b17059_m.jpg,207,240,Daisy,27,28,121,76
12585131704_0f64b17059_m.jpg,207,240,Daisy,89,184,137,229
12601254324_3cb62c254a_m.jpg,240,240,Daisy,99,101,140,141
12616825773_9aa4245b57_n.jpg,320,258,Tulip,64,23,139,149
12616825773_9aa4245b57_n.jpg,320,258,Tulip,198,99,284,246
12616825773_9aa4245b57_n.jpg,320,258,Tulip,127,103,198,226
12616825773_9aa4245b57_n.jpg,320,258,Tulip,3,80,92,203
1265350143_6e2b276ec9.jpg,500,375,Daisy,41,95,224,301
1265350143_6e2b276ec9.jpg,500,375,Daisy,239,65,490,288
12701063955_4840594ea6_n.jpg,320,240,Daisy,5,19,314,236
1273326361_b90ea56d0d_m.jpg,240,221,Dandelion,40,12,207,199
12764617214_12211c6a0c_m.jpg,240,240,Tulip,119,43,164,87
12764617214_12211c6a0c_m.jpg,240,240,Tulip,171,82,211,122
1285423653_18926dc2c8_n.jpg,320,240,Daisy,126,46,302,197
1285423653_18926dc2c8_n.jpg,320,240,Daisy,2,25,121,209
1285423653_18926dc2c8_n.jpg,320,240,Daisy,127,1,317,44
1285423653_18926dc2c8_n.jpg,320,240,Daisy,233,136,318,236
1286274236_1d7ac84efb_n.jpg,320,240,Daisy,3,1,315,238
12873145295_438b8197a7_n.jpg,320,286,Tulip,11,87,73,129
12873145295_438b8197a7_n.jpg,320,286,Tulip,224,22,267,57
12873145295_438b8197a7_n.jpg,320,286,Tulip,230,84,295,145
12873145295_438b8197a7_n.jpg,320,286,Tulip,217,136,248,172
12873145295_438b8197a7_n.jpg,320,286,Tulip,62,12,221,86
12883412424_cb5086b43f_n.jpg,320,246,Tulip,184,6,312,210
12883412424_cb5086b43f_n.jpg,320,246,Tulip,23,73,251,243
12883412424_cb5086b43f_n.jpg,320,246,Tulip,3,2,116,108
12883412424_cb5086b43f_n.jpg,320,246,Tulip,122,24,182,66
12891819633_e4c82b51e8.jpg,500,333,Daisy,45,20,394,250
12916017805_1cde91a891_n.jpg,320,240,Tulip,174,21,315,200
12916017805_1cde91a891_n.jpg,320,240,Tulip,74,86,180,218
12916017805_1cde91a891_n.jpg,320,240,Tulip,16,55,84,151
12916017805_1cde91a891_n.jpg,320,240,Tulip,72,1,210,94
12916017805_1cde91a891_n.jpg,320,240,Tulip,1,128,78,236
12916135413_dafcf3089e_n.jpg,320,240,Tulip,39,70,165,213
12916135413_dafcf3089e_n.jpg,320,240,Tulip,168,59,280,158
12916135413_dafcf3089e_n.jpg,320,240,Tulip,8,1,274,64
